Invoice_no,Received Date,Processed Date,Amount,Assigned To,Date,Transaction Number,Trans Name,Transaction Description,Debit,Credit,Balance,Days_Taken
INV4372,2024-06-06,2024-06-08,4083.67,acctnt_5,2024-06-08,11371,Revenue - Software Sales,Client Payment,0.0,4083.67,275708,2
INV4373,2024-06-03,2024-06-08,2626.42,acctnt_4,2024-06-08,11372,Revenue - Consulting,Software Purchase,0.0,2626.42,278335,5
INV4374,2024-06-01,2024-06-08,3097.85,acctnt_3,2024-06-08,11373,Revenue - Software Sales,Client Payment,0.0,3097.85,281433,7
INV4375,2024-06-01,2024-06-08,3216.56,acctnt_1,2024-06-08,11374,Salaries Expense,Software Purchase,3216.56,0.0,278216,7
INV4376,2024-06-07,2024-06-08,2393.35,acctnt_3,2024-06-08,11375,Revenue - Consulting,Equipment Purchase,0.0,2393.35,280609,1
INV4377,2024-06-02,2024-06-08,199.54,acctnt_4,2024-06-08,11376,Revenue - Consulting,Equipment Purchase,0.0,199.54,280809,6
INV4378,2024-06-01,2024-06-08,3349.59,acctnt_2,2024-06-08,11377,Revenue - Software Sales,Office Rent,0.0,3349.59,284159,7
INV4379,2024-06-03,2024-06-08,3285.28,acctnt_4,2024-06-08,11378,Accounts Receivable,Software Purchase,0.0,3285.28,287444,5
INV4380,2024-06-01,2024-06-08,917.48,acctnt_6,2024-06-08,11379,Salaries Expense,Equipment Purchase,917.48,0.0,286526,7
INV4381,2024-06-06,2024-06-08,688.4,acctnt_2,2024-06-08,11380,Accounts Receivable,Maintenance Fee,0.0,688.4,287215,2
INV4382,2024-06-07,2024-06-08,4582.79,acctnt_1,2024-06-08,11381,Equipment Purchase,Software Purchase,4582.79,0.0,282632,1
INV4383,2024-06-04,2024-06-08,1449.85,acctnt_3,2024-06-08,11382,Salaries Expense,Office Rent,1449.85,0.0,281182,4
INV4384,2024-06-08,2024-06-08,2359.71,acctnt_3,2024-06-08,11383,Revenue - Software Sales,Maintenance Fee,0.0,2359.71,283542,0
INV4385,2024-06-01,2024-06-08,3888.44,acctnt_1,2024-06-08,11384,Revenue - Consulting,Client Payment,0.0,3888.44,287430,7
INV4386,2024-06-07,2024-06-08,4560.77,acctnt_3,2024-06-08,11385,Software Subscriptions,Maintenance Fee,4560.77,0.0,282869,1
INV4387,2024-06-03,2024-06-08,4585.09,acctnt_1,2024-06-08,11386,Revenue - Consulting,Software Purchase,0.0,4585.09,287455,5
INV4388,2024-06-07,2024-06-08,4843.19,acctnt_1,2024-06-08,11387,Revenue - Software Sales,Office Rent,0.0,4843.19,292298,1
INV4389,2024-06-07,2024-06-08,3690.14,acctnt_2,2024-06-08,11388,Salaries Expense,Salary Expense,3690.14,0.0,288608,1
INV4390,2024-06-05,2024-06-08,4196.48,acctnt_5,2024-06-08,11389,Revenue - Consulting,Cloud Service Renewal,0.0,4196.48,292804,3
INV4391,2024-06-08,2024-06-08,3912.63,acctnt_6,2024-06-08,11390,Salaries Expense,Salary Expense,3912.63,0.0,288891,0
INV4392,2024-06-04,2024-06-08,4018.3,acctnt_6,2024-06-08,11391,Accounts Receivable,Cloud Service Renewal,0.0,4018.3,292910,4
INV4393,2024-06-08,2024-06-08,1348.93,acctnt_6,2024-06-08,11392,Revenue - Consulting,Client Payment,0.0,1348.93,294259,0
INV4394,2024-06-06,2024-06-08,2316.52,acctnt_2,2024-06-08,11393,Revenue - Software Sales,Equipment Purchase,0.0,2316.52,296575,2
INV4395,2024-06-04,2024-06-08,4759.67,acctnt_6,2024-06-08,11394,Revenue - Consulting,Cloud Service Renewal,0.0,4759.67,301335,4
INV4396,2024-06-07,2024-06-08,839.8,acctnt_5,2024-06-08,11395,Revenue - Consulting,Software Purchase,0.0,839.8,302175,1
INV4397,2024-06-06,2024-06-08,3108.12,acctnt_2,2024-06-08,11396,Revenue - Consulting,Cloud Service Renewal,0.0,3108.12,305283,2
INV4398,2024-06-03,2024-06-08,2001.74,acctnt_6,2024-06-08,11397,Salaries Expense,Maintenance Fee,2001.74,0.0,303281,5
INV4399,2024-06-07,2024-06-09,4355.76,acctnt_2,2024-06-09,11398,Salaries Expense,Equipment Purchase,4355.76,0.0,298925,2
INV4400,2024-06-03,2024-06-09,823.88,acctnt_3,2024-06-09,11399,Revenue - Software Sales,Invoice Payment,0.0,823.88,299749,6
INV4401,2024-06-09,2024-06-09,2786.25,acctnt_4,2024-06-09,11400,Equipment Purchase,Maintenance Fee,2786.25,0.0,296963,0
INV4402,2024-06-06,2024-06-09,396.72,acctnt_2,2024-06-09,11401,Accounts Receivable,Client Payment,0.0,396.72,297360,3
INV4403,2024-06-04,2024-06-09,3734.19,acctnt_1,2024-06-09,11402,Revenue - Consulting,Cloud Service Renewal,0.0,3734.19,301094,5
INV4404,2024-06-09,2024-06-09,1093.15,acctnt_6,2024-06-09,11403,Salaries Expense,Salary Expense,1093.15,0.0,300001,0
INV4405,2024-06-06,2024-06-09,231.53,acctnt_5,2024-06-09,11404,Office Rent,Client Payment,231.53,0.0,299769,3
INV4406,2024-06-09,2024-06-09,2705.95,acctnt_6,2024-06-09,11405,Accounts Receivable,Cloud Service Renewal,0.0,2705.95,302475,0
INV4407,2024-06-02,2024-06-09,1698.16,acctnt_5,2024-06-09,11406,Revenue - Consulting,Maintenance Fee,0.0,1698.16,304173,7
INV4408,2024-06-08,2024-06-09,2077.8,acctnt_6,2024-06-09,11407,Accounts Payable,Equipment Purchase,2077.8,0.0,302095,1
INV4409,2024-06-07,2024-06-09,4470.29,acctnt_6,2024-06-09,11408,Salaries Expense,Salary Expense,4470.29,0.0,297625,2
INV4410,2024-06-02,2024-06-09,1458.15,acctnt_3,2024-06-09,11409,Software Subscriptions,Software Purchase,1458.15,0.0,296167,7
INV4411,2024-06-04,2024-06-09,2924.78,acctnt_5,2024-06-09,11410,Revenue - Consulting,Client Payment,0.0,2924.78,299092,5
INV4412,2024-06-05,2024-06-09,3420.55,acctnt_4,2024-06-09,11411,Accounts Receivable,Cloud Service Renewal,0.0,3420.55,302512,4
INV4413,2024-06-07,2024-06-09,2558.77,acctnt_1,2024-06-09,11412,Salaries Expense,Maintenance Fee,2558.77,0.0,299954,2
INV4414,2024-06-03,2024-06-09,1423.09,acctnt_6,2024-06-09,11413,Salaries Expense,Client Payment,1423.09,0.0,298531,6
INV4415,2024-06-08,2024-06-09,243.47,acctnt_1,2024-06-09,11414,Revenue - Consulting,Equipment Purchase,0.0,243.47,298774,1
INV4416,2024-06-04,2024-06-09,185.34,acctnt_4,2024-06-09,11415,Revenue - Consulting,Office Rent,0.0,185.34,298959,5
INV4417,2024-06-08,2024-06-09,4095.76,acctnt_4,2024-06-09,11416,Office Rent,Software Purchase,4095.76,0.0,294864,1
INV4418,2024-06-02,2024-06-09,3835.59,acctnt_1,2024-06-09,11417,Accounts Receivable,Equipment Purchase,0.0,3835.59,298699,7
INV4419,2024-06-02,2024-06-09,550.42,acctnt_5,2024-06-09,11418,Revenue - Consulting,Invoice Payment,0.0,550.42,299250,7
INV4420,2024-06-06,2024-06-09,3509.84,acctnt_1,2024-06-09,11419,Revenue - Consulting,Office Rent,0.0,3509.84,302759,3
INV4421,2024-06-04,2024-06-09,4085.81,acctnt_1,2024-06-09,11420,Office Rent,Maintenance Fee,4085.81,0.0,298674,5
INV4422,2024-06-08,2024-06-09,1849.0,acctnt_1,2024-06-09,11421,Revenue - Software Sales,Invoice Payment,0.0,1849.0,300523,1
INV4423,2024-06-06,2024-06-09,1865.75,acctnt_2,2024-06-09,11422,Salaries Expense,Cloud Service Renewal,1865.75,0.0,298657,3
INV4424,2024-06-04,2024-06-09,815.37,acctnt_3,2024-06-09,11423,Revenue - Consulting,Software Purchase,0.0,815.37,299472,5
INV4425,2024-06-02,2024-06-09,2209.8,acctnt_1,2024-06-09,11424,Salaries Expense,Equipment Purchase,2209.8,0.0,297262,7
INV4426,2024-06-05,2024-06-10,2447.66,acctnt_2,2024-06-10,11425,Salaries Expense,Office Rent,2447.66,0.0,294815,5
INV4427,2024-06-07,2024-06-10,130.68,acctnt_5,2024-06-10,11426,Revenue - Software Sales,Equipment Purchase,0.0,130.68,294945,3
INV4428,2024-06-06,2024-06-10,3885.79,acctnt_3,2024-06-10,11427,Salaries Expense,Cloud Service Renewal,3885.79,0.0,291060,4
INV4429,2024-06-06,2024-06-10,1218.69,acctnt_2,2024-06-10,11428,Accounts Receivable,Invoice Payment,0.0,1218.69,292278,4
INV4430,2024-06-10,2024-06-10,699.85,acctnt_3,2024-06-10,11429,Software Subscriptions,Maintenance Fee,699.85,0.0,291578,0
INV4431,2024-06-05,2024-06-10,1692.7,acctnt_6,2024-06-10,11430,Salaries Expense,Maintenance Fee,1692.7,0.0,289886,5
INV4432,2024-06-07,2024-06-10,2746.83,acctnt_4,2024-06-10,11431,Salaries Expense,Office Rent,2746.83,0.0,287139,3
INV4433,2024-06-07,2024-06-10,1196.89,acctnt_5,2024-06-10,11432,Revenue - Consulting,Cloud Service Renewal,0.0,1196.89,288336,3
INV4434,2024-06-09,2024-06-10,1420.33,acctnt_6,2024-06-10,11433,Salaries Expense,Equipment Purchase,1420.33,0.0,286916,1
INV4435,2024-06-08,2024-06-10,491.51,acctnt_6,2024-06-10,11434,Salaries Expense,Salary Expense,491.51,0.0,286424,2
INV4436,2024-06-03,2024-06-10,2907.3,acctnt_6,2024-06-10,11435,Accounts Payable,Office Rent,2907.3,0.0,283517,7
INV4437,2024-06-04,2024-06-10,3594.93,acctnt_3,2024-06-10,11436,Revenue - Consulting,Software Purchase,0.0,3594.93,287112,6
INV4438,2024-06-07,2024-06-10,580.4,acctnt_3,2024-06-10,11437,Revenue - Consulting,Invoice Payment,0.0,580.4,287692,3
INV4439,2024-06-06,2024-06-10,1205.23,acctnt_6,2024-06-10,11438,Revenue - Consulting,Client Payment,0.0,1205.23,288897,4
INV4440,2024-06-07,2024-06-10,3504.67,acctnt_3,2024-06-10,11439,Salaries Expense,Equipment Purchase,3504.67,0.0,285393,3
INV4441,2024-06-06,2024-06-10,2273.21,acctnt_2,2024-06-10,11440,Revenue - Consulting,Salary Expense,0.0,2273.21,287666,4
INV4442,2024-06-03,2024-06-10,1152.34,acctnt_3,2024-06-10,11441,Revenue - Consulting,Salary Expense,0.0,1152.34,288818,7
INV4443,2024-06-08,2024-06-10,3807.8,acctnt_5,2024-06-10,11442,Software Subscriptions,Equipment Purchase,3807.8,0.0,285010,2
INV4444,2024-06-04,2024-06-10,932.57,acctnt_2,2024-06-10,11443,Salaries Expense,Cloud Service Renewal,932.57,0.0,284078,6
INV4445,2024-06-03,2024-06-10,4826.62,acctnt_1,2024-06-10,11444,Revenue - Consulting,Cloud Service Renewal,0.0,4826.62,288904,7
INV4446,2024-06-07,2024-06-10,4537.35,acctnt_1,2024-06-10,11445,Salaries Expense,Invoice Payment,4537.35,0.0,284367,3
INV4447,2024-06-06,2024-06-10,3180.19,acctnt_2,2024-06-10,11446,Software Subscriptions,Invoice Payment,3180.19,0.0,281187,4
INV4448,2024-06-06,2024-06-10,4799.78,acctnt_4,2024-06-10,11447,Office Rent,Office Rent,4799.78,0.0,276387,4
INV4449,2024-06-08,2024-06-10,3628.9,acctnt_6,2024-06-10,11448,Accounts Payable,Salary Expense,3628.9,0.0,272758,2
INV4450,2024-06-03,2024-06-10,2736.15,acctnt_2,2024-06-10,11449,Salaries Expense,Client Payment,2736.15,0.0,270022,7
INV4451,2024-06-03,2024-06-10,2352.51,acctnt_4,2024-06-10,11450,Equipment Purchase,Maintenance Fee,2352.51,0.0,267670,7
INV4452,2024-06-09,2024-06-10,320.51,acctnt_2,2024-06-10,11451,Accounts Receivable,Cloud Service Renewal,0.0,320.51,267990,1
INV4453,2024-06-06,2024-06-10,3594.16,acctnt_1,2024-06-10,11452,Revenue - Consulting,Equipment Purchase,0.0,3594.16,271584,4
INV4454,2024-06-04,2024-06-10,2820.08,acctnt_3,2024-06-10,11453,Revenue - Software Sales,Invoice Payment,0.0,2820.08,274404,6
INV4455,2024-06-03,2024-06-10,4277.76,acctnt_3,2024-06-10,11454,Salaries Expense,Cloud Service Renewal,4277.76,0.0,270127,7
INV4456,2024-06-09,2024-06-10,2706.24,acctnt_2,2024-06-10,11455,Revenue - Consulting,Cloud Service Renewal,0.0,2706.24,272833,1
INV4457,2024-06-09,2024-06-10,993.55,acctnt_6,2024-06-10,11456,Equipment Purchase,Office Rent,993.55,0.0,271839,1
INV4458,2024-06-03,2024-06-10,1962.22,acctnt_1,2024-06-10,11457,Accounts Payable,Software Purchase,1962.22,0.0,269877,7
INV4459,2024-06-06,2024-06-10,1549.26,acctnt_1,2024-06-10,11458,Equipment Purchase,Equipment Purchase,1549.26,0.0,268328,4
INV4460,2024-06-05,2024-06-10,3000.11,acctnt_6,2024-06-10,11459,Software Subscriptions,Software Purchase,3000.11,0.0,265328,5
INV4461,2024-06-05,2024-06-10,1079.65,acctnt_6,2024-06-10,11460,Equipment Purchase,Maintenance Fee,1079.65,0.0,264248,5
INV4462,2024-06-07,2024-06-10,1943.31,acctnt_4,2024-06-10,11461,Salaries Expense,Cloud Service Renewal,1943.31,0.0,262305,3
INV4463,2024-06-11,2024-06-11,4380.0,acctnt_3,2024-06-11,11462,Salaries Expense,Cloud Service Renewal,4380.0,0.0,257925,0
INV4464,2024-06-08,2024-06-11,1046.79,acctnt_4,2024-06-11,11463,Salaries Expense,Invoice Payment,1046.79,0.0,256878,3
INV4465,2024-06-08,2024-06-11,216.39,acctnt_4,2024-06-11,11464,Revenue - Consulting,Invoice Payment,0.0,216.39,257094,3
INV4466,2024-06-05,2024-06-11,606.6,acctnt_6,2024-06-11,11465,Accounts Receivable,Software Purchase,0.0,606.6,257701,6
INV4467,2024-06-08,2024-06-11,3194.34,acctnt_6,2024-06-11,11466,Salaries Expense,Client Payment,3194.34,0.0,254507,3
INV4468,2024-06-05,2024-06-11,4671.51,acctnt_6,2024-06-11,11467,Salaries Expense,Invoice Payment,4671.51,0.0,249835,6
INV4469,2024-06-09,2024-06-11,1754.14,acctnt_2,2024-06-11,11468,Revenue - Consulting,Equipment Purchase,0.0,1754.14,251589,2
INV4470,2024-06-04,2024-06-11,3852.16,acctnt_5,2024-06-11,11469,Revenue - Consulting,Equipment Purchase,0.0,3852.16,255441,7
INV4471,2024-06-11,2024-06-11,4711.55,acctnt_6,2024-06-11,11470,Equipment Purchase,Salary Expense,4711.55,0.0,250730,0
INV4472,2024-06-05,2024-06-11,4329.64,acctnt_6,2024-06-11,11471,Revenue - Consulting,Maintenance Fee,0.0,4329.64,255059,6
INV4473,2024-06-09,2024-06-11,2781.4,acctnt_5,2024-06-11,11472,Revenue - Consulting,Equipment Purchase,0.0,2781.4,257841,2
INV4474,2024-06-07,2024-06-11,3613.62,acctnt_2,2024-06-11,11473,Equipment Purchase,Client Payment,3613.62,0.0,254227,4
INV4475,2024-06-07,2024-06-11,3728.51,acctnt_2,2024-06-11,11474,Revenue - Consulting,Client Payment,0.0,3728.51,257956,4
INV4476,2024-06-05,2024-06-11,496.18,acctnt_3,2024-06-11,11475,Revenue - Consulting,Equipment Purchase,0.0,496.18,258452,6
INV4477,2024-06-11,2024-06-11,4486.57,acctnt_4,2024-06-11,11476,Salaries Expense,Invoice Payment,4486.57,0.0,253965,0
INV4478,2024-06-04,2024-06-11,2975.43,acctnt_3,2024-06-11,11477,Revenue - Consulting,Maintenance Fee,0.0,2975.43,256941,7
INV4479,2024-06-04,2024-06-11,2616.04,acctnt_3,2024-06-11,11478,Salaries Expense,Office Rent,2616.04,0.0,254325,7
INV4480,2024-06-08,2024-06-11,3920.86,acctnt_1,2024-06-11,11479,Salaries Expense,Maintenance Fee,3920.86,0.0,250404,3
INV4481,2024-06-06,2024-06-11,4904.36,acctnt_6,2024-06-11,11480,Accounts Receivable,Client Payment,0.0,4904.36,255308,5
INV4482,2024-06-05,2024-06-11,917.53,acctnt_3,2024-06-11,11481,Salaries Expense,Software Purchase,917.53,0.0,254391,6
INV4483,2024-06-09,2024-06-11,4170.78,acctnt_6,2024-06-11,11482,Revenue - Consulting,Invoice Payment,0.0,4170.78,258561,2
INV4484,2024-06-11,2024-06-11,4083.0,acctnt_5,2024-06-11,11483,Revenue - Consulting,Client Payment,0.0,4083.0,262644,0
INV4485,2024-06-04,2024-06-11,3476.0,acctnt_4,2024-06-11,11484,Revenue - Consulting,Client Payment,0.0,3476.0,266120,7
INV4486,2024-06-11,2024-06-11,2117.72,acctnt_3,2024-06-11,11485,Accounts Receivable,Equipment Purchase,0.0,2117.72,268238,0
INV4487,2024-06-04,2024-06-11,3973.11,acctnt_4,2024-06-11,11486,Salaries Expense,Client Payment,3973.11,0.0,264265,7
INV4488,2024-06-05,2024-06-11,3055.24,acctnt_6,2024-06-11,11487,Office Rent,Software Purchase,3055.24,0.0,261210,6
INV4489,2024-06-09,2024-06-11,3355.03,acctnt_5,2024-06-11,11488,Office Rent,Maintenance Fee,3355.03,0.0,257855,2
INV4490,2024-06-09,2024-06-11,736.5,acctnt_4,2024-06-11,11489,Salaries Expense,Office Rent,736.5,0.0,257118,2
INV4491,2024-06-08,2024-06-11,2640.88,acctnt_6,2024-06-11,11490,Salaries Expense,Maintenance Fee,2640.88,0.0,254477,3
INV4492,2024-06-11,2024-06-12,4414.74,acctnt_6,2024-06-12,11491,Revenue - Consulting,Office Rent,0.0,4414.74,258892,1
INV4493,2024-06-10,2024-06-12,4929.28,acctnt_4,2024-06-12,11492,Revenue - Consulting,Salary Expense,0.0,4929.28,263821,2
INV4494,2024-06-11,2024-06-12,3772.93,acctnt_2,2024-06-12,11493,Accounts Payable,Client Payment,3772.93,0.0,260048,1
INV4495,2024-06-11,2024-06-12,3703.06,acctnt_2,2024-06-12,11494,Revenue - Consulting,Salary Expense,0.0,3703.06,263752,1
INV4496,2024-06-07,2024-06-12,3491.98,acctnt_3,2024-06-12,11495,Revenue - Consulting,Office Rent,0.0,3491.98,267244,5
INV4497,2024-06-08,2024-06-12,2027.15,acctnt_4,2024-06-12,11496,Revenue - Consulting,Salary Expense,0.0,2027.15,269271,4
INV4498,2024-06-07,2024-06-12,2068.28,acctnt_4,2024-06-12,11497,Revenue - Software Sales,Cloud Service Renewal,0.0,2068.28,271339,5
INV4499,2024-06-08,2024-06-12,611.21,acctnt_1,2024-06-12,11498,Salaries Expense,Invoice Payment,611.21,0.0,270728,4
INV4500,2024-06-12,2024-06-12,665.43,acctnt_3,2024-06-12,11499,Salaries Expense,Cloud Service Renewal,665.43,0.0,270062,0
INV4501,2024-06-07,2024-06-12,3457.03,acctnt_4,2024-06-12,11500,Salaries Expense,Maintenance Fee,3457.03,0.0,266605,5
INV4502,2024-06-08,2024-06-12,1633.4,acctnt_3,2024-06-12,11501,Revenue - Consulting,Cloud Service Renewal,0.0,1633.4,268239,4
INV4503,2024-06-09,2024-06-12,4700.99,acctnt_3,2024-06-12,11502,Revenue - Consulting,Software Purchase,0.0,4700.99,272940,3
INV4504,2024-06-07,2024-06-12,3759.59,acctnt_3,2024-06-12,11503,Salaries Expense,Software Purchase,3759.59,0.0,269180,5
INV4505,2024-06-07,2024-06-12,4826.78,acctnt_4,2024-06-12,11504,Revenue - Consulting,Maintenance Fee,0.0,4826.78,274007,5
INV4506,2024-06-12,2024-06-12,2653.87,acctnt_4,2024-06-12,11505,Salaries Expense,Salary Expense,2653.87,0.0,271353,0
INV4507,2024-06-10,2024-06-12,1097.47,acctnt_5,2024-06-12,11506,Equipment Purchase,Office Rent,1097.47,0.0,270256,2
INV4508,2024-06-11,2024-06-12,1753.24,acctnt_6,2024-06-12,11507,Accounts Payable,Office Rent,1753.24,0.0,268502,1
INV4509,2024-06-12,2024-06-12,3588.58,acctnt_1,2024-06-12,11508,Salaries Expense,Salary Expense,3588.58,0.0,264914,0
INV4510,2024-06-10,2024-06-12,1141.18,acctnt_5,2024-06-12,11509,Office Rent,Maintenance Fee,1141.18,0.0,263773,2
INV4511,2024-06-07,2024-06-12,3325.28,acctnt_1,2024-06-12,11510,Revenue - Consulting,Office Rent,0.0,3325.28,267098,5
INV4512,2024-06-05,2024-06-12,1866.08,acctnt_3,2024-06-12,11511,Revenue - Consulting,Software Purchase,0.0,1866.08,268964,7
INV4513,2024-06-11,2024-06-12,4538.47,acctnt_3,2024-06-12,11512,Revenue - Consulting,Office Rent,0.0,4538.47,273502,1
INV4514,2024-06-09,2024-06-12,1111.05,acctnt_3,2024-06-12,11513,Revenue - Consulting,Salary Expense,0.0,1111.05,274613,3
INV4515,2024-06-06,2024-06-13,739.91,acctnt_1,2024-06-13,11514,Revenue - Consulting,Cloud Service Renewal,0.0,739.91,275353,7
INV4516,2024-06-09,2024-06-13,286.62,acctnt_4,2024-06-13,11515,Salaries Expense,Client Payment,286.62,0.0,275067,4
INV4517,2024-06-06,2024-06-13,303.48,acctnt_2,2024-06-13,11516,Office Rent,Invoice Payment,303.48,0.0,274763,7
INV4518,2024-06-12,2024-06-13,3339.73,acctnt_2,2024-06-13,11517,Accounts Receivable,Invoice Payment,0.0,3339.73,278103,1
INV4519,2024-06-07,2024-06-13,312.46,acctnt_6,2024-06-13,11518,Office Rent,Maintenance Fee,312.46,0.0,277790,6
INV4520,2024-06-09,2024-06-13,4656.71,acctnt_2,2024-06-13,11519,Revenue - Consulting,Invoice Payment,0.0,4656.71,282447,4
INV4521,2024-06-07,2024-06-13,3248.17,acctnt_6,2024-06-13,11520,Revenue - Consulting,Client Payment,0.0,3248.17,285695,6
INV4522,2024-06-13,2024-06-13,2004.38,acctnt_5,2024-06-13,11521,Software Subscriptions,Office Rent,2004.38,0.0,283691,0
INV4523,2024-06-07,2024-06-13,1922.78,acctnt_2,2024-06-13,11522,Office Rent,Equipment Purchase,1922.78,0.0,281768,6
INV4524,2024-06-06,2024-06-13,3159.3,acctnt_1,2024-06-13,11523,Revenue - Consulting,Salary Expense,0.0,3159.3,284928,7
INV4525,2024-06-12,2024-06-13,2078.14,acctnt_3,2024-06-13,11524,Software Subscriptions,Client Payment,2078.14,0.0,282849,1
INV4526,2024-06-13,2024-06-13,3233.1,acctnt_1,2024-06-13,11525,Salaries Expense,Office Rent,3233.1,0.0,279616,0
INV4527,2024-06-10,2024-06-13,655.74,acctnt_5,2024-06-13,11526,Software Subscriptions,Office Rent,655.74,0.0,278961,3
INV4528,2024-06-09,2024-06-13,3040.56,acctnt_4,2024-06-13,11527,Salaries Expense,Office Rent,3040.56,0.0,275920,4
INV4529,2024-06-08,2024-06-13,4583.78,acctnt_6,2024-06-13,11528,Revenue - Consulting,Software Purchase,0.0,4583.78,280504,5
INV4530,2024-06-08,2024-06-13,3526.42,acctnt_4,2024-06-13,11529,Revenue - Consulting,Equipment Purchase,0.0,3526.42,284030,5
INV4531,2024-06-09,2024-06-13,1217.51,acctnt_1,2024-06-13,11530,Revenue - Software Sales,Office Rent,0.0,1217.51,285248,4
INV4532,2024-06-09,2024-06-13,4830.76,acctnt_1,2024-06-13,11531,Accounts Payable,Office Rent,4830.76,0.0,280417,4
INV4533,2024-06-08,2024-06-13,3343.52,acctnt_3,2024-06-13,11532,Revenue - Consulting,Equipment Purchase,0.0,3343.52,283760,5
INV4534,2024-06-11,2024-06-13,1511.06,acctnt_3,2024-06-13,11533,Salaries Expense,Cloud Service Renewal,1511.06,0.0,282249,2
INV4535,2024-06-08,2024-06-13,3646.5,acctnt_4,2024-06-13,11534,Revenue - Consulting,Maintenance Fee,0.0,3646.5,285896,5
INV4536,2024-06-09,2024-06-13,2001.12,acctnt_3,2024-06-13,11535,Office Rent,Client Payment,2001.12,0.0,283895,4
INV4537,2024-06-13,2024-06-13,3388.49,acctnt_1,2024-06-13,11536,Accounts Receivable,Office Rent,0.0,3388.49,287283,0
INV4538,2024-06-11,2024-06-13,3398.36,acctnt_1,2024-06-13,11537,Revenue - Consulting,Maintenance Fee,0.0,3398.36,290682,2
INV4539,2024-06-08,2024-06-13,556.1,acctnt_5,2024-06-13,11538,Revenue - Consulting,Client Payment,0.0,556.1,291238,5
INV4540,2024-06-13,2024-06-13,179.08,acctnt_5,2024-06-13,11539,Revenue - Consulting,Maintenance Fee,0.0,179.08,291417,0
INV4541,2024-06-13,2024-06-13,2051.82,acctnt_4,2024-06-13,11540,Revenue - Software Sales,Equipment Purchase,0.0,2051.82,293469,0
INV4542,2024-06-10,2024-06-13,1648.01,acctnt_1,2024-06-13,11541,Revenue - Consulting,Office Rent,0.0,1648.01,295117,3
INV4543,2024-06-08,2024-06-13,3029.2,acctnt_3,2024-06-13,11542,Revenue - Consulting,Client Payment,0.0,3029.2,298146,5
INV4544,2024-06-07,2024-06-13,4097.56,acctnt_2,2024-06-13,11543,Software Subscriptions,Software Purchase,4097.56,0.0,294048,6
INV4545,2024-06-11,2024-06-13,4433.87,acctnt_5,2024-06-13,11544,Software Subscriptions,Salary Expense,4433.87,0.0,289614,2
INV4546,2024-06-13,2024-06-13,3220.84,acctnt_1,2024-06-13,11545,Salaries Expense,Client Payment,3220.84,0.0,286394,0
INV4547,2024-06-10,2024-06-13,1112.31,acctnt_1,2024-06-13,11546,Accounts Payable,Maintenance Fee,1112.31,0.0,285281,3
INV4548,2024-06-10,2024-06-13,447.26,acctnt_3,2024-06-13,11547,Accounts Receivable,Maintenance Fee,0.0,447.26,285728,3
INV4549,2024-06-14,2024-06-14,1206.46,acctnt_3,2024-06-14,11548,Salaries Expense,Maintenance Fee,1206.46,0.0,284522,0
INV4550,2024-06-13,2024-06-14,4216.85,acctnt_1,2024-06-14,11549,Accounts Receivable,Software Purchase,0.0,4216.85,288739,1
INV4551,2024-06-10,2024-06-14,1400.47,acctnt_2,2024-06-14,11550,Salaries Expense,Office Rent,1400.47,0.0,287338,4
INV4552,2024-06-12,2024-06-14,3872.68,acctnt_3,2024-06-14,11551,Revenue - Consulting,Cloud Service Renewal,0.0,3872.68,291211,2
INV4553,2024-06-09,2024-06-14,4706.94,acctnt_4,2024-06-14,11552,Office Rent,Cloud Service Renewal,4706.94,0.0,286504,5
INV4554,2024-06-13,2024-06-14,463.96,acctnt_3,2024-06-14,11553,Revenue - Consulting,Software Purchase,0.0,463.96,286968,1
INV4555,2024-06-11,2024-06-14,4649.94,acctnt_5,2024-06-14,11554,Revenue - Consulting,Software Purchase,0.0,4649.94,291618,3
INV4556,2024-06-11,2024-06-14,360.06,acctnt_4,2024-06-14,11555,Salaries Expense,Salary Expense,360.06,0.0,291258,3
INV4557,2024-06-11,2024-06-14,3562.92,acctnt_3,2024-06-14,11556,Revenue - Consulting,Software Purchase,0.0,3562.92,294821,3
INV4558,2024-06-12,2024-06-14,1255.99,acctnt_1,2024-06-14,11557,Software Subscriptions,Maintenance Fee,1255.99,0.0,293565,2
INV4559,2024-06-08,2024-06-14,457.92,acctnt_2,2024-06-14,11558,Revenue - Software Sales,Client Payment,0.0,457.92,294023,6
INV4560,2024-06-11,2024-06-14,3773.52,acctnt_3,2024-06-14,11559,Revenue - Consulting,Cloud Service Renewal,0.0,3773.52,297796,3
INV4561,2024-06-11,2024-06-14,836.61,acctnt_3,2024-06-14,11560,Accounts Payable,Client Payment,836.61,0.0,296960,3
INV4562,2024-06-14,2024-06-14,159.32,acctnt_1,2024-06-14,11561,Accounts Receivable,Office Rent,0.0,159.32,297119,0
INV4563,2024-06-09,2024-06-14,3659.98,acctnt_1,2024-06-14,11562,Revenue - Consulting,Software Purchase,0.0,3659.98,300779,5
INV4564,2024-06-10,2024-06-14,4297.26,acctnt_5,2024-06-14,11563,Revenue - Software Sales,Invoice Payment,0.0,4297.26,305076,4
INV4565,2024-06-11,2024-06-14,4158.76,acctnt_2,2024-06-14,11564,Salaries Expense,Office Rent,4158.76,0.0,300918,3
