Date,Transaction Number,Trans Name,Transaction Description,Debit,Credit,Balance
11-08-2024,13161,Revenue - Consulting,Equipment Purchase,0,1384.55,344023
11-08-2024,13162,Software Subscriptions,Invoice Payment,4211.44,0,339811
11-08-2024,13163,Office Rent,Office Rent,322.03,0,339489
11-08-2024,13164,Salaries Expense,Office Rent,4757.54,0,334732
11-08-2024,13165,Revenue - Consulting,Cloud Service Renewal,0,3860.73,338593
11-08-2024,13166,Office Rent,Office Rent,597.69,0,337995
11-08-2024,13167,Salaries Expense,Software Purchase,4318.29,0,333677
11-08-2024,13168,Accounts Receivable,Equipment Purchase,0,3868.63,337545
11-08-2024,13169,Accounts Receivable,Salary Expense,0,341.16,337886
11-08-2024,13170,Salaries Expense,Cloud Service Renewal,2245.71,0,335641
11-08-2024,13171,Revenue - Consulting,Maintenance Fee,0,3639.69,339280
11-08-2024,13172,Equipment Purchase,Office Rent,1623.52,0,337657
11-08-2024,13173,Salaries Expense,Salary Expense,2963.83,0,334693
11-08-2024,13174,Revenue - Consulting,Salary Expense,0,3872.03,338565
11-08-2024,13175,Revenue - Software Sales,Invoice Payment,0,2271.88,340837
11-08-2024,13176,Software Subscriptions,Salary Expense,1193.83,0,339643
11-08-2024,13177,Salaries Expense,Client Payment,4123.53,0,335520
11-08-2024,13178,Software Subscriptions,Software Purchase,1921.68,0,333598
11-08-2024,13179,Equipment Purchase,Invoice Payment,1988.4,0,331610
11-08-2024,13180,Revenue - Consulting,Invoice Payment,0,2351.85,333961
11-08-2024,13181,Salaries Expense,Equipment Purchase,647.27,0,333314
11-08-2024,13182,Accounts Payable,Cloud Service Renewal,2091.37,0,331223
11-08-2024,13183,Revenue - Software Sales,Software Purchase,0,4760.68,335983
12-08-2024,13184,Accounts Receivable,Salary Expense,0,655.7,336639
12-08-2024,13185,Software Subscriptions,Invoice Payment,354.69,0,336284
12-08-2024,13186,Equipment Purchase,Salary Expense,1779.24,0,334505
12-08-2024,13187,Salaries Expense,Software Purchase,1125.19,0,333380
12-08-2024,13188,Revenue - Consulting,Maintenance Fee,0,1384.19,334764
12-08-2024,13189,Revenue - Consulting,Cloud Service Renewal,0,187.85,334952
12-08-2024,13190,Revenue - Consulting,Software Purchase,0,3484.03,338436
12-08-2024,13191,Accounts Payable,Cloud Service Renewal,1787.27,0,336649
12-08-2024,13192,Revenue - Software Sales,Client Payment,0,597.49,337246
12-08-2024,13193,Office Rent,Equipment Purchase,806.01,0,336440
12-08-2024,13194,Revenue - Consulting,Client Payment,0,2071.64,338512
12-08-2024,13195,Revenue - Consulting,Equipment Purchase,0,3657.53,342169
12-08-2024,13196,Salaries Expense,Invoice Payment,2526.98,0,339642
12-08-2024,13197,Revenue - Consulting,Maintenance Fee,0,839.61,340482
12-08-2024,13198,Accounts Payable,Salary Expense,3823.96,0,336658
12-08-2024,13199,Equipment Purchase,Salary Expense,4916.89,0,331741
12-08-2024,13200,Revenue - Software Sales,Client Payment,0,2291.44,334033
12-08-2024,13201,Revenue - Software Sales,Maintenance Fee,0,3186.65,337219
12-08-2024,13202,Equipment Purchase,Software Purchase,467.68,0,336752
12-08-2024,13203,Salaries Expense,Cloud Service Renewal,1531.5,0,335220
12-08-2024,13204,Salaries Expense,Salary Expense,3901.73,0,331318
12-08-2024,13205,Revenue - Consulting,Office Rent,0,3677.96,334996
12-08-2024,13206,Equipment Purchase,Maintenance Fee,970.97,0,334025
12-08-2024,13207,Revenue - Consulting,Cloud Service Renewal,0,2740.44,336766
12-08-2024,13208,Office Rent,Client Payment,838.65,0,335927
13-08-2024,13209,Salaries Expense,Cloud Service Renewal,2503.47,0,333424
13-08-2024,13210,Salaries Expense,Cloud Service Renewal,2383.29,0,331040
13-08-2024,13211,Revenue - Consulting,Maintenance Fee,0,1139.07,332180
13-08-2024,13212,Revenue - Consulting,Software Purchase,0,1857.88,334037
13-08-2024,13213,Revenue - Consulting,Salary Expense,0,2187.12,336225
13-08-2024,13214,Revenue - Software Sales,Salary Expense,0,4200.9,340425
13-08-2024,13215,Accounts Payable,Equipment Purchase,4709.86,0,335716
13-08-2024,13216,Salaries Expense,Salary Expense,2111.09,0,333604
13-08-2024,13217,Accounts Payable,Client Payment,440.03,0,333164
13-08-2024,13218,Software Subscriptions,Salary Expense,2301.57,0,330863
13-08-2024,13219,Revenue - Consulting,Cloud Service Renewal,0,901.17,331764
13-08-2024,13220,Revenue - Software Sales,Client Payment,0,3543.66,335308
13-08-2024,13221,Revenue - Consulting,Software Purchase,0,1383.82,336692
13-08-2024,13222,Revenue - Consulting,Cloud Service Renewal,0,3057.8,339749
13-08-2024,13223,Revenue - Consulting,Office Rent,0,1810.13,341559
13-08-2024,13224,Salaries Expense,Maintenance Fee,4843.41,0,336716
13-08-2024,13225,Revenue - Software Sales,Invoice Payment,0,2531.82,339248
13-08-2024,13226,Revenue - Consulting,Salary Expense,0,3640.14,342888
13-08-2024,13227,Revenue - Consulting,Invoice Payment,0,3272.55,346161
13-08-2024,13228,Accounts Receivable,Equipment Purchase,0,2543.67,348704
13-08-2024,13229,Revenue - Consulting,Equipment Purchase,0,3377.35,352082
13-08-2024,13230,Revenue - Consulting,Client Payment,0,1484.79,353566
14-08-2024,13231,Revenue - Consulting,Cloud Service Renewal,0,3311.94,356878
14-08-2024,13232,Revenue - Consulting,Office Rent,0,4342.72,361221
14-08-2024,13233,Accounts Payable,Cloud Service Renewal,4677.1,0,356544
14-08-2024,13234,Salaries Expense,Software Purchase,3813.52,0,352730
14-08-2024,13235,Software Subscriptions,Software Purchase,2983.98,0,349746
14-08-2024,13236,Revenue - Consulting,Equipment Purchase,0,4700.38,354447
14-08-2024,13237,Salaries Expense,Cloud Service Renewal,4005.12,0,350442
14-08-2024,13238,Salaries Expense,Cloud Service Renewal,3318.47,0,347123
14-08-2024,13239,Revenue - Consulting,Office Rent,0,1751.29,348874
14-08-2024,13240,Salaries Expense,Salary Expense,904,0,347970
14-08-2024,13241,Salaries Expense,Invoice Payment,4743.77,0,343227
14-08-2024,13242,Salaries Expense,Maintenance Fee,2392.27,0,340834
14-08-2024,13243,Salaries Expense,Client Payment,1361.12,0,339473
14-08-2024,13244,Accounts Receivable,Equipment Purchase,0,4074.04,343547
14-08-2024,13245,Revenue - Consulting,Invoice Payment,0,1180.15,344728
14-08-2024,13246,Revenue - Consulting,Office Rent,0,4235.41,348963
14-08-2024,13247,Salaries Expense,Salary Expense,2675.58,0,346287
14-08-2024,13248,Revenue - Consulting,Software Purchase,0,1791.67,348079
14-08-2024,13249,Salaries Expense,Maintenance Fee,1750.15,0,346329
14-08-2024,13250,Equipment Purchase,Equipment Purchase,1445.6,0,344883
14-08-2024,13251,Revenue - Consulting,Equipment Purchase,0,867.33,345751
14-08-2024,13252,Revenue - Consulting,Salary Expense,0,111.67,345862
14-08-2024,13253,Revenue - Consulting,Client Payment,0,4720.85,350583
14-08-2024,13254,Revenue - Consulting,Equipment Purchase,0,4267.07,354850
14-08-2024,13255,Salaries Expense,Maintenance Fee,602.85,0,354247
14-08-2024,13256,Salaries Expense,Maintenance Fee,2839.85,0,351407
14-08-2024,13257,Equipment Purchase,Client Payment,2616.27,0,348791
14-08-2024,13258,Salaries Expense,Client Payment,1805.29,0,346986
14-08-2024,13259,Revenue - Consulting,Invoice Payment,0,2235.67,349222
14-08-2024,13260,Salaries Expense,Maintenance Fee,119.54,0,349102
14-08-2024,13261,Revenue - Software Sales,Client Payment,0,247.39,349349
14-08-2024,13262,Revenue - Consulting,Cloud Service Renewal,0,2148.46,351498
14-08-2024,13263,Revenue - Consulting,Maintenance Fee,0,3856.7,355355
14-08-2024,13264,Office Rent,Equipment Purchase,4035.93,0,351319
14-08-2024,13265,Revenue - Consulting,Client Payment,0,3394.63,354713
14-08-2024,13266,Salaries Expense,Maintenance Fee,3669.9,0,351043
15-08-2024,13267,Software Subscriptions,Invoice Payment,3021.15,0,348022
15-08-2024,13268,Salaries Expense,Salary Expense,2611.78,0,345410
15-08-2024,13269,Equipment Purchase,Cloud Service Renewal,362.53,0,345048
15-08-2024,13270,Accounts Payable,Invoice Payment,948.97,0,344099
15-08-2024,13271,Revenue - Consulting,Equipment Purchase,0,3034.12,347133
15-08-2024,13272,Revenue - Consulting,Cloud Service Renewal,0,2149.76,349283
15-08-2024,13273,Revenue - Consulting,Equipment Purchase,0,1146.04,350429
15-08-2024,13274,Revenue - Consulting,Software Purchase,0,468.06,350897
15-08-2024,13275,Equipment Purchase,Software Purchase,1427.38,0,349470
15-08-2024,13276,Salaries Expense,Equipment Purchase,1652.27,0,347817
15-08-2024,13277,Equipment Purchase,Office Rent,663.13,0,347154
15-08-2024,13278,Equipment Purchase,Client Payment,4710.46,0,342444
15-08-2024,13279,Revenue - Consulting,Software Purchase,0,2006.91,344451
15-08-2024,13280,Accounts Payable,Invoice Payment,4123.56,0,340327
15-08-2024,13281,Equipment Purchase,Client Payment,4741.18,0,335586
15-08-2024,13282,Revenue - Consulting,Cloud Service Renewal,0,4589.85,340176
15-08-2024,13283,Salaries Expense,Software Purchase,3489.48,0,336686
15-08-2024,13284,Equipment Purchase,Salary Expense,1972.51,0,334714
15-08-2024,13285,Revenue - Consulting,Maintenance Fee,0,3457.57,338171
15-08-2024,13286,Salaries Expense,Invoice Payment,3178.77,0,334993
15-08-2024,13287,Salaries Expense,Software Purchase,3652.25,0,331340
15-08-2024,13288,Software Subscriptions,Maintenance Fee,3615.72,0,327725
15-08-2024,13289,Revenue - Consulting,Maintenance Fee,0,760.64,328485
15-08-2024,13290,Office Rent,Salary Expense,757.34,0,327728
15-08-2024,13291,Revenue - Consulting,Invoice Payment,0,3695.08,331423
15-08-2024,13292,Accounts Receivable,Equipment Purchase,0,450.72,331874
15-08-2024,13293,Revenue - Software Sales,Software Purchase,0,1019.03,332893
15-08-2024,13294,Revenue - Consulting,Office Rent,0,4494.63,337387
15-08-2024,13295,Salaries Expense,Cloud Service Renewal,2634.95,0,334752
15-08-2024,13296,Software Subscriptions,Maintenance Fee,1168.2,0,333584
15-08-2024,13297,Revenue - Consulting,Equipment Purchase,0,2855.32,336440
16-08-2024,13298,Revenue - Software Sales,Office Rent,0,2746.7,339186
16-08-2024,13299,Revenue - Software Sales,Software Purchase,0,3115.66,342302
16-08-2024,13300,Revenue - Consulting,Software Purchase,0,4761.88,347064
16-08-2024,13301,Salaries Expense,Equipment Purchase,4570.6,0,342493
16-08-2024,13302,Revenue - Consulting,Maintenance Fee,0,2994.11,345487
16-08-2024,13303,Salaries Expense,Client Payment,2021.06,0,343466
16-08-2024,13304,Equipment Purchase,Maintenance Fee,1089.49,0,342377
16-08-2024,13305,Revenue - Consulting,Office Rent,0,258.37,342635
16-08-2024,13306,Office Rent,Client Payment,1032.08,0,341603
16-08-2024,13307,Revenue - Consulting,Software Purchase,0,1357.76,342961
16-08-2024,13308,Revenue - Consulting,Maintenance Fee,0,2968.18,345929
16-08-2024,13309,Salaries Expense,Software Purchase,4952.64,0,340976
16-08-2024,13310,Equipment Purchase,Invoice Payment,2250.9,0,338725
16-08-2024,13311,Software Subscriptions,Cloud Service Renewal,1006.92,0,337718
16-08-2024,13312,Equipment Purchase,Maintenance Fee,1318.03,0,336400
16-08-2024,13313,Revenue - Consulting,Client Payment,0,4844.23,341245
16-08-2024,13314,Salaries Expense,Office Rent,3440.15,0,337805
16-08-2024,13315,Revenue - Consulting,Client Payment,0,3071.7,340876
16-08-2024,13316,Salaries Expense,Salary Expense,4161.18,0,336715
16-08-2024,13317,Revenue - Consulting,Client Payment,0,2298.87,339014
16-08-2024,13318,Revenue - Software Sales,Equipment Purchase,0,3490.58,342504
16-08-2024,13319,Accounts Receivable,Software Purchase,0,4452.88,346957
16-08-2024,13320,Revenue - Consulting,Maintenance Fee,0,2832.04,349789
16-08-2024,13321,Revenue - Consulting,Maintenance Fee,0,3861.59,353651
17-08-2024,13322,Salaries Expense,Client Payment,3345.9,0,350305
17-08-2024,13323,Revenue - Consulting,Salary Expense,0,2577.71,352883
17-08-2024,13324,Salaries Expense,Salary Expense,156.9,0,352726
17-08-2024,13325,Office Rent,Software Purchase,3463.38,0,349263
17-08-2024,13326,Revenue - Consulting,Cloud Service Renewal,0,1604.43,350867
17-08-2024,13327,Revenue - Consulting,Software Purchase,0,3308.65,354176
17-08-2024,13328,Revenue - Consulting,Office Rent,0,3942.34,358118
17-08-2024,13329,Salaries Expense,Equipment Purchase,2459.95,0,355658
17-08-2024,13330,Salaries Expense,Salary Expense,1988.27,0,353670
17-08-2024,13331,Salaries Expense,Salary Expense,2971.03,0,350699
17-08-2024,13332,Software Subscriptions,Equipment Purchase,1266.02,0,349433
17-08-2024,13333,Accounts Payable,Software Purchase,3279.6,0,346153
17-08-2024,13334,Software Subscriptions,Invoice Payment,1015.86,0,345137
17-08-2024,13335,Office Rent,Maintenance Fee,3092.98,0,342044
17-08-2024,13336,Revenue - Consulting,Salary Expense,0,2858.27,344903
17-08-2024,13337,Accounts Receivable,Office Rent,0,1229.83,346132
17-08-2024,13338,Office Rent,Maintenance Fee,4696.17,0,341436
17-08-2024,13339,Revenue - Consulting,Software Purchase,0,2723.7,344160
17-08-2024,13340,Salaries Expense,Cloud Service Renewal,620.03,0,343540
17-08-2024,13341,Software Subscriptions,Office Rent,2738.26,0,340802
17-08-2024,13342,Salaries Expense,Software Purchase,2818.66,0,337983
17-08-2024,13343,Revenue - Consulting,Maintenance Fee,0,341.92,338325
17-08-2024,13344,Salaries Expense,Office Rent,110.43,0,338214
18-08-2024,13345,Equipment Purchase,Maintenance Fee,4414.68,0,333800
18-08-2024,13346,Revenue - Consulting,Salary Expense,0,2768.14,336568
18-08-2024,13347,Revenue - Consulting,Salary Expense,0,1648.63,338217
18-08-2024,13348,Salaries Expense,Cloud Service Renewal,261.82,0,337955
18-08-2024,13349,Salaries Expense,Client Payment,893.25,0,337061
18-08-2024,13350,Equipment Purchase,Equipment Purchase,2729.13,0,334332
18-08-2024,13351,Revenue - Consulting,Maintenance Fee,0,4817.63,339150
18-08-2024,13352,Revenue - Consulting,Invoice Payment,0,965.35,340115
18-08-2024,13353,Revenue - Software Sales,Cloud Service Renewal,0,2175.71,342291
18-08-2024,13354,Revenue - Consulting,Software Purchase,0,1593.92,343885
18-08-2024,13355,Salaries Expense,Office Rent,1622.33,0,342263
18-08-2024,13356,Revenue - Consulting,Maintenance Fee,0,3486.28,345749
18-08-2024,13357,Accounts Receivable,Equipment Purchase,0,3366.32,349115
18-08-2024,13358,Salaries Expense,Client Payment,466.88,0,348648
18-08-2024,13359,Revenue - Consulting,Maintenance Fee,0,3498.97,352147
18-08-2024,13360,Salaries Expense,Client Payment,1750.95,0,350396
18-08-2024,13361,Accounts Receivable,Invoice Payment,0,4031.04,354427
18-08-2024,13362,Revenue - Consulting,Cloud Service Renewal,0,2187.75,356615
19-08-2024,13363,Revenue - Consulting,Invoice Payment,0,605.97,357221
19-08-2024,13364,Revenue - Consulting,Equipment Purchase,0,3038.79,360260
19-08-2024,13365,Revenue - Consulting,Office Rent,0,2251.55,362511
19-08-2024,13366,Revenue - Consulting,Cloud Service Renewal,0,3481.54,365993
19-08-2024,13367,Salaries Expense,Software Purchase,367.48,0,365625
19-08-2024,13368,Revenue - Consulting,Client Payment,0,2888.89,368514
19-08-2024,13369,Office Rent,Equipment Purchase,1360.92,0,367153
19-08-2024,13370,Accounts Payable,Invoice Payment,475.95,0,366678
19-08-2024,13371,Salaries Expense,Software Purchase,2215.37,0,364462
19-08-2024,13372,Revenue - Consulting,Invoice Payment,0,3447.7,367910
19-08-2024,13373,Salaries Expense,Office Rent,4295.07,0,363615
19-08-2024,13374,Revenue - Consulting,Office Rent,0,2513.83,366129
19-08-2024,13375,Revenue - Consulting,Equipment Purchase,0,4350.94,370480
19-08-2024,13376,Revenue - Software Sales,Equipment Purchase,0,1642.74,372122
19-08-2024,13377,Revenue - Consulting,Office Rent,0,4486.21,376608
19-08-2024,13378,Salaries Expense,Invoice Payment,4386.22,0,372222
19-08-2024,13379,Accounts Payable,Equipment Purchase,4441.66,0,367781
19-08-2024,13380,Office Rent,Client Payment,670.74,0,367110
19-08-2024,13381,Revenue - Consulting,Software Purchase,0,1661.37,368771
19-08-2024,13382,Revenue - Software Sales,Office Rent,0,2722.16,371493
19-08-2024,13383,Revenue - Consulting,Invoice Payment,0,4342.68,375836
19-08-2024,13384,Office Rent,Maintenance Fee,4349.33,0,371487
19-08-2024,13385,Salaries Expense,Client Payment,3613.45,0,367873
20-08-2024,13386,Revenue - Software Sales,Cloud Service Renewal,0,2167.39,370041
20-08-2024,13387,Revenue - Consulting,Client Payment,0,724.08,370765
20-08-2024,13388,Revenue - Consulting,Equipment Purchase,0,3320.6,374085
20-08-2024,13389,Revenue - Consulting,Client Payment,0,3578.57,377664
20-08-2024,13390,Salaries Expense,Equipment Purchase,1242.12,0,376422
20-08-2024,13391,Salaries Expense,Equipment Purchase,4433.55,0,371988
20-08-2024,13392,Equipment Purchase,Cloud Service Renewal,4739.12,0,367249
20-08-2024,13393,Revenue - Consulting,Office Rent,0,1099.28,368348
20-08-2024,13394,Software Subscriptions,Equipment Purchase,2595.12,0,365753
20-08-2024,13395,Revenue - Software Sales,Salary Expense,0,2559.87,368313
20-08-2024,13396,Revenue - Consulting,Maintenance Fee,0,2897.49,371211
20-08-2024,13397,Revenue - Consulting,Office Rent,0,4301.22,375512
20-08-2024,13398,Equipment Purchase,Client Payment,3974.99,0,371537
20-08-2024,13399,Office Rent,Software Purchase,2983.6,0,368553
20-08-2024,13400,Revenue - Consulting,Client Payment,0,2385.34,370939
20-08-2024,13401,Revenue - Consulting,Invoice Payment,0,1825.25,372764
20-08-2024,13402,Salaries Expense,Salary Expense,3862.81,0,368901
20-08-2024,13403,Salaries Expense,Cloud Service Renewal,4220.97,0,364680
20-08-2024,13404,Accounts Receivable,Software Purchase,0,3127.53,367808
20-08-2024,13405,Accounts Receivable,Equipment Purchase,0,4914.35,372722
20-08-2024,13406,Salaries Expense,Client Payment,4836.07,0,367886
20-08-2024,13407,Revenue - Consulting,Software Purchase,0,802.56,368688
20-08-2024,13408,Equipment Purchase,Maintenance Fee,4034.77,0,364654
20-08-2024,13409,Salaries Expense,Cloud Service Renewal,4390.01,0,360264
21-08-2024,13410,Accounts Receivable,Office Rent,0,1032.34,361296
21-08-2024,13411,Salaries Expense,Client Payment,2551.42,0,358745
21-08-2024,13412,Revenue - Consulting,Software Purchase,0,2750.9,361496
21-08-2024,13413,Revenue - Consulting,Equipment Purchase,0,4644.65,366140
21-08-2024,13414,Revenue - Consulting,Software Purchase,0,4499.21,370639
21-08-2024,13415,Salaries Expense,Salary Expense,2910.08,0,367729
21-08-2024,13416,Salaries Expense,Software Purchase,3801.33,0,363928
21-08-2024,13417,Revenue - Consulting,Office Rent,0,2934.3,366862
21-08-2024,13418,Revenue - Consulting,Client Payment,0,2689.02,369551
21-08-2024,13419,Accounts Payable,Office Rent,3170.96,0,366380
21-08-2024,13420,Accounts Receivable,Equipment Purchase,0,4831.08,371211
21-08-2024,13421,Salaries Expense,Maintenance Fee,1069.4,0,370142
21-08-2024,13422,Revenue - Consulting,Office Rent,0,281.98,370424
21-08-2024,13423,Salaries Expense,Maintenance Fee,2566.94,0,367857
21-08-2024,13424,Revenue - Consulting,Client Payment,0,516.84,368374
21-08-2024,13425,Salaries Expense,Office Rent,4246.15,0,364128
21-08-2024,13426,Salaries Expense,Cloud Service Renewal,358,0,363770
21-08-2024,13427,Salaries Expense,Cloud Service Renewal,1257.59,0,362512
21-08-2024,13428,Accounts Payable,Office Rent,3684.63,0,358828
21-08-2024,13429,Salaries Expense,Office Rent,4812.83,0,354015
21-08-2024,13430,Revenue - Consulting,Salary Expense,0,2456.93,356472
21-08-2024,13431,Revenue - Consulting,Cloud Service Renewal,0,3272.5,359744
21-08-2024,13432,Revenue - Consulting,Client Payment,0,2738.97,362483
22-08-2024,13433,Revenue - Consulting,Salary Expense,0,515.54,362999
22-08-2024,13434,Revenue - Consulting,Equipment Purchase,0,3910.05,366909
22-08-2024,13435,Office Rent,Invoice Payment,1259.5,0,365649
22-08-2024,13436,Salaries Expense,Salary Expense,2864.32,0,362785
22-08-2024,13437,Revenue - Consulting,Cloud Service Renewal,0,570.85,363356
22-08-2024,13438,Salaries Expense,Invoice Payment,3129.99,0,360226
22-08-2024,13439,Revenue - Consulting,Cloud Service Renewal,0,2497.82,362724
22-08-2024,13440,Equipment Purchase,Equipment Purchase,1652.66,0,361071
22-08-2024,13441,Revenue - Consulting,Invoice Payment,0,2822.67,363894
22-08-2024,13442,Revenue - Consulting,Cloud Service Renewal,0,2491.34,366385
22-08-2024,13443,Salaries Expense,Equipment Purchase,4824.48,0,361560
22-08-2024,13444,Revenue - Consulting,Software Purchase,0,2794.15,364355
22-08-2024,13445,Office Rent,Maintenance Fee,3860.72,0,360494
22-08-2024,13446,Equipment Purchase,Maintenance Fee,2268.55,0,358225
22-08-2024,13447,Accounts Receivable,Office Rent,0,2385.29,360611
22-08-2024,13448,Equipment Purchase,Office Rent,1737.7,0,358873
22-08-2024,13449,Salaries Expense,Client Payment,2714.14,0,356159
22-08-2024,13450,Revenue - Consulting,Salary Expense,0,4977.33,361136
22-08-2024,13451,Salaries Expense,Invoice Payment,264.27,0,360872
22-08-2024,13452,Accounts Payable,Equipment Purchase,1327.98,0,359544
22-08-2024,13453,Revenue - Consulting,Office Rent,0,2240.02,361784
22-08-2024,13454,Accounts Payable,Salary Expense,3104.93,0,358679
23-08-2024,13455,Salaries Expense,Salary Expense,3114.03,0,355565
23-08-2024,13456,Revenue - Consulting,Office Rent,0,4660.9,360226
23-08-2024,13457,Salaries Expense,Cloud Service Renewal,3613.55,0,356612
23-08-2024,13458,Revenue - Consulting,Maintenance Fee,0,4835.22,361447
23-08-2024,13459,Revenue - Consulting,Maintenance Fee,0,1174.68,362622
23-08-2024,13460,Salaries Expense,Software Purchase,2051.17,0,360571
23-08-2024,13461,Revenue - Consulting,Cloud Service Renewal,0,3678.15,364249
23-08-2024,13462,Revenue - Consulting,Client Payment,0,468.27,364717
23-08-2024,13463,Revenue - Consulting,Client Payment,0,4982.71,369700
23-08-2024,13464,Revenue - Software Sales,Equipment Purchase,0,3956.85,373657
23-08-2024,13465,Revenue - Consulting,Office Rent,0,529.49,374186
23-08-2024,13466,Revenue - Consulting,Salary Expense,0,3694.81,377881
23-08-2024,13467,Revenue - Consulting,Client Payment,0,2866.01,380747
23-08-2024,13468,Software Subscriptions,Software Purchase,1609.41,0,379138
23-08-2024,13469,Accounts Receivable,Equipment Purchase,0,156,379294
23-08-2024,13470,Salaries Expense,Client Payment,1681.35,0,377612
23-08-2024,13471,Revenue - Consulting,Salary Expense,0,4657.79,382270
23-08-2024,13472,Revenue - Consulting,Maintenance Fee,0,476.5,382747
23-08-2024,13473,Office Rent,Invoice Payment,2035.96,0,380711
23-08-2024,13474,Office Rent,Invoice Payment,1121.93,0,379589
23-08-2024,13475,Salaries Expense,Cloud Service Renewal,4468.76,0,375120
23-08-2024,13476,Revenue - Consulting,Maintenance Fee,0,979.04,376099
23-08-2024,13477,Software Subscriptions,Maintenance Fee,729.03,0,375370
23-08-2024,13478,Revenue - Consulting,Office Rent,0,4417.43,379788
23-08-2024,13479,Accounts Payable,Salary Expense,3007.28,0,376780
23-08-2024,13480,Revenue - Consulting,Client Payment,0,1531.26,378312
23-08-2024,13481,Salaries Expense,Client Payment,1168.45,0,377143
23-08-2024,13482,Salaries Expense,Cloud Service Renewal,4108.53,0,373035
23-08-2024,13483,Office Rent,Office Rent,4862.86,0,368172
23-08-2024,13484,Revenue - Software Sales,Salary Expense,0,3961.83,372134
23-08-2024,13485,Revenue - Consulting,Salary Expense,0,4286.33,376420
23-08-2024,13486,Revenue - Consulting,Office Rent,0,3919.51,380339
23-08-2024,13487,Office Rent,Software Purchase,920.06,0,379419
24-08-2024,13488,Salaries Expense,Office Rent,1154.38,0,378265
24-08-2024,13489,Revenue - Consulting,Equipment Purchase,0,2341.38,380606
24-08-2024,13490,Revenue - Consulting,Equipment Purchase,0,3232.62,383839
24-08-2024,13491,Salaries Expense,Invoice Payment,4451.71,0,379387
24-08-2024,13492,Revenue - Software Sales,Client Payment,0,2881.45,382269
24-08-2024,13493,Salaries Expense,Equipment Purchase,1805.32,0,380463
24-08-2024,13494,Salaries Expense,Cloud Service Renewal,217.04,0,380246
24-08-2024,13495,Revenue - Consulting,Salary Expense,0,1996.42,382243
24-08-2024,13496,Revenue - Software Sales,Office Rent,0,3963.43,386206
24-08-2024,13497,Revenue - Consulting,Equipment Purchase,0,3263.69,389470
24-08-2024,13498,Equipment Purchase,Office Rent,3547.87,0,385922
24-08-2024,13499,Salaries Expense,Equipment Purchase,2369.4,0,383553
24-08-2024,13500,Office Rent,Salary Expense,1319.26,0,382233
24-08-2024,13501,Salaries Expense,Invoice Payment,2652.27,0,379581
24-08-2024,13502,Accounts Receivable,Cloud Service Renewal,0,2655.47,382237
24-08-2024,13503,Revenue - Consulting,Office Rent,0,1442.7,383679
24-08-2024,13504,Revenue - Consulting,Office Rent,0,4040.55,387720
24-08-2024,13505,Revenue - Consulting,Maintenance Fee,0,2361.58,390081
24-08-2024,13506,Salaries Expense,Client Payment,3967.75,0,386114
24-08-2024,13507,Office Rent,Maintenance Fee,4935.97,0,381178
24-08-2024,13508,Revenue - Consulting,Cloud Service Renewal,0,666.34,381844
24-08-2024,13509,Office Rent,Invoice Payment,4650.73,0,377193
24-08-2024,13510,Revenue - Consulting,Maintenance Fee,0,2324.64,379518
24-08-2024,13511,Salaries Expense,Invoice Payment,1289.91,0,378228
24-08-2024,13512,Salaries Expense,Equipment Purchase,322.19,0,377906
24-08-2024,13513,Revenue - Consulting,Equipment Purchase,0,3227.73,381134
24-08-2024,13514,Revenue - Consulting,Invoice Payment,0,4675.99,385810
24-08-2024,13515,Salaries Expense,Office Rent,4858.28,0,380951
24-08-2024,13516,Revenue - Consulting,Client Payment,0,944.82,381896
24-08-2024,13517,Office Rent,Office Rent,1580.22,0,380316
25-08-2024,13518,Revenue - Consulting,Salary Expense,0,3153.69,383470
25-08-2024,13519,Revenue - Consulting,Office Rent,0,1064.73,384534
25-08-2024,13520,Revenue - Consulting,Salary Expense,0,3737.49,388272
25-08-2024,13521,Software Subscriptions,Software Purchase,401.95,0,387870
25-08-2024,13522,Salaries Expense,Client Payment,3947.09,0,383923
25-08-2024,13523,Accounts Receivable,Salary Expense,0,3158.63,387081
25-08-2024,13524,Accounts Payable,Equipment Purchase,3021.67,0,384060
25-08-2024,13525,Accounts Payable,Invoice Payment,4780.49,0,379279
25-08-2024,13526,Salaries Expense,Equipment Purchase,1446.8,0,377832
25-08-2024,13527,Equipment Purchase,Office Rent,1414.87,0,376417
25-08-2024,13528,Salaries Expense,Equipment Purchase,2141.9,0,374276
25-08-2024,13529,Salaries Expense,Client Payment,3313.6,0,370962
25-08-2024,13530,Salaries Expense,Software Purchase,2507.02,0,368455
25-08-2024,13531,Salaries Expense,Client Payment,4946.34,0,363509
25-08-2024,13532,Accounts Payable,Salary Expense,4516.69,0,358992
25-08-2024,13533,Revenue - Software Sales,Office Rent,0,1091.11,360083
25-08-2024,13534,Salaries Expense,Maintenance Fee,1553.39,0,358530
26-08-2024,13535,Revenue - Consulting,Client Payment,0,2159.51,360689
26-08-2024,13536,Revenue - Software Sales,Office Rent,0,743.13,361432
26-08-2024,13537,Salaries Expense,Invoice Payment,4652.9,0,356779
26-08-2024,13538,Salaries Expense,Maintenance Fee,1211.45,0,355568
26-08-2024,13539,Revenue - Consulting,Salary Expense,0,663.46,356231
26-08-2024,13540,Salaries Expense,Equipment Purchase,409.41,0,355822
26-08-2024,13541,Revenue - Software Sales,Salary Expense,0,2096.09,357918
