Invoice_no,Received Date,Processed Date,Amount,Assigned To,Date,Transaction Number,Trans Name,Transaction Description,Debit,Credit,Balance
INV5798,26-07-2024,28-07-2024,1376.47,acctnt_6,28-07-2024,12797,Equipment Purchase,Client Payment,1376.47,0,303951
INV5799,23-07-2024,28-07-2024,3266.33,acctnt_3,28-07-2024,12798,Salaries Expense,Salary Expense,3266.33,0,300684
INV5800,22-07-2024,28-07-2024,2442.83,acctnt_5,28-07-2024,12799,Office Rent,Cloud Service Renewal,2442.83,0,298242
INV5801,28-07-2024,28-07-2024,552.71,acctnt_1,28-07-2024,12800,Revenue - Software Sales,Cloud Service Renewal,0,552.71,298794
INV5802,23-07-2024,28-07-2024,1329.78,acctnt_3,28-07-2024,12801,Salaries Expense,Office Rent,1329.78,0,297465
INV5803,24-07-2024,28-07-2024,3858.12,acctnt_4,28-07-2024,12802,Office Rent,Client Payment,3858.12,0,293606
INV5804,28-07-2024,28-07-2024,4381.41,acctnt_4,28-07-2024,12803,Accounts Receivable,Salary Expense,0,4381.41,297988
INV5805,26-07-2024,28-07-2024,4814.05,acctnt_5,28-07-2024,12804,Revenue - Consulting,Invoice Payment,0,4814.05,302802
INV5806,21-07-2024,28-07-2024,1395.2,acctnt_6,28-07-2024,12805,Salaries Expense,Maintenance Fee,1395.2,0,301407
INV5807,23-07-2024,28-07-2024,4137.03,acctnt_3,28-07-2024,12806,Revenue - Consulting,Cloud Service Renewal,0,4137.03,305544
INV5808,27-07-2024,28-07-2024,4527.39,acctnt_2,28-07-2024,12807,Software Subscriptions,Salary Expense,4527.39,0,301016
INV5809,23-07-2024,29-07-2024,3026.23,acctnt_5,29-07-2024,12808,Salaries Expense,Cloud Service Renewal,3026.23,0,297990
INV5810,24-07-2024,29-07-2024,2445.81,acctnt_3,29-07-2024,12809,Revenue - Consulting,Invoice Payment,0,2445.81,300436
INV5811,29-07-2024,29-07-2024,3588.34,acctnt_1,29-07-2024,12810,Salaries Expense,Software Purchase,3588.34,0,296848
INV5812,23-07-2024,29-07-2024,2783.19,acctnt_1,29-07-2024,12811,Accounts Payable,Office Rent,2783.19,0,294064
INV5813,27-07-2024,29-07-2024,1500.59,acctnt_1,29-07-2024,12812,Revenue - Consulting,Office Rent,0,1500.59,295565
INV5814,29-07-2024,29-07-2024,3416.37,acctnt_3,29-07-2024,12813,Revenue - Consulting,Maintenance Fee,0,3416.37,298981
INV5815,27-07-2024,29-07-2024,4810.66,acctnt_5,29-07-2024,12814,Revenue - Software Sales,Software Purchase,0,4810.66,303792
INV5816,25-07-2024,29-07-2024,3770.75,acctnt_2,29-07-2024,12815,Office Rent,Maintenance Fee,3770.75,0,300021
INV5817,27-07-2024,29-07-2024,4198.78,acctnt_1,29-07-2024,12816,Salaries Expense,Office Rent,4198.78,0,295823
INV5818,29-07-2024,29-07-2024,184.87,acctnt_2,29-07-2024,12817,Revenue - Consulting,Software Purchase,0,184.87,296007
INV5819,27-07-2024,29-07-2024,3473.37,acctnt_1,29-07-2024,12818,Salaries Expense,Salary Expense,3473.37,0,292534
INV5820,27-07-2024,29-07-2024,1865.72,acctnt_6,29-07-2024,12819,Salaries Expense,Maintenance Fee,1865.72,0,290668
INV5821,28-07-2024,29-07-2024,1494.39,acctnt_2,29-07-2024,12820,Salaries Expense,Invoice Payment,1494.39,0,289174
INV5822,24-07-2024,29-07-2024,111.32,acctnt_1,29-07-2024,12821,Salaries Expense,Office Rent,111.32,0,289063
INV5823,26-07-2024,29-07-2024,1144.82,acctnt_2,29-07-2024,12822,Salaries Expense,Equipment Purchase,1144.82,0,287918
INV5824,23-07-2024,29-07-2024,708.28,acctnt_3,29-07-2024,12823,Salaries Expense,Office Rent,708.28,0,287209
INV5825,24-07-2024,29-07-2024,2017.88,acctnt_3,29-07-2024,12824,Revenue - Consulting,Maintenance Fee,0,2017.88,289227
INV5826,22-07-2024,29-07-2024,450.01,acctnt_4,29-07-2024,12825,Revenue - Consulting,Office Rent,0,450.01,289677
INV5827,29-07-2024,29-07-2024,1832.03,acctnt_4,29-07-2024,12826,Revenue - Software Sales,Equipment Purchase,0,1832.03,291509
INV5828,23-07-2024,29-07-2024,4359.32,acctnt_5,29-07-2024,12827,Salaries Expense,Cloud Service Renewal,4359.32,0,287150
INV5829,26-07-2024,29-07-2024,1544.46,acctnt_6,29-07-2024,12828,Accounts Receivable,Software Purchase,0,1544.46,288695
INV5830,26-07-2024,29-07-2024,2332.83,acctnt_4,29-07-2024,12829,Salaries Expense,Client Payment,2332.83,0,286362
INV5831,22-07-2024,29-07-2024,3584.48,acctnt_5,29-07-2024,12830,Office Rent,Software Purchase,3584.48,0,282777
INV5832,23-07-2024,29-07-2024,589.48,acctnt_3,29-07-2024,12831,Salaries Expense,Cloud Service Renewal,589.48,0,282188
INV5833,27-07-2024,30-07-2024,1787.17,acctnt_3,30-07-2024,12832,Salaries Expense,Office Rent,1787.17,0,280401
INV5834,23-07-2024,30-07-2024,3408.41,acctnt_3,30-07-2024,12833,Office Rent,Invoice Payment,3408.41,0,276992
INV5835,30-07-2024,30-07-2024,4315.11,acctnt_3,30-07-2024,12834,Revenue - Consulting,Invoice Payment,0,4315.11,281307
INV5836,29-07-2024,30-07-2024,3899.53,acctnt_3,30-07-2024,12835,Revenue - Consulting,Equipment Purchase,0,3899.53,285207
INV5837,28-07-2024,30-07-2024,3952.63,acctnt_5,30-07-2024,12836,Revenue - Consulting,Invoice Payment,0,3952.63,289159
INV5838,26-07-2024,30-07-2024,2960.23,acctnt_1,30-07-2024,12837,Salaries Expense,Maintenance Fee,2960.23,0,286199
INV5839,26-07-2024,30-07-2024,1389.07,acctnt_2,30-07-2024,12838,Revenue - Consulting,Invoice Payment,0,1389.07,287588
INV5840,30-07-2024,30-07-2024,4571.76,acctnt_5,30-07-2024,12839,Accounts Receivable,Software Purchase,0,4571.76,292160
INV5841,28-07-2024,30-07-2024,2512.98,acctnt_2,30-07-2024,12840,Accounts Receivable,Cloud Service Renewal,0,2512.98,294673
INV5842,29-07-2024,30-07-2024,4371.08,acctnt_2,30-07-2024,12841,Revenue - Consulting,Maintenance Fee,0,4371.08,299044
INV5843,24-07-2024,30-07-2024,3130.46,acctnt_4,30-07-2024,12842,Revenue - Software Sales,Client Payment,0,3130.46,302175
INV5844,29-07-2024,30-07-2024,4484.71,acctnt_1,30-07-2024,12843,Revenue - Consulting,Client Payment,0,4484.71,306659
INV5845,30-07-2024,30-07-2024,520.07,acctnt_3,30-07-2024,12844,Revenue - Consulting,Salary Expense,0,520.07,307179
INV5846,24-07-2024,30-07-2024,603.35,acctnt_4,30-07-2024,12845,Salaries Expense,Client Payment,603.35,0,306576
INV5847,28-07-2024,30-07-2024,775.47,acctnt_6,30-07-2024,12846,Salaries Expense,Invoice Payment,775.47,0,305801
INV5848,27-07-2024,30-07-2024,2078.22,acctnt_2,30-07-2024,12847,Revenue - Consulting,Maintenance Fee,0,2078.22,307879
INV5849,24-07-2024,30-07-2024,1148.49,acctnt_2,30-07-2024,12848,Revenue - Consulting,Cloud Service Renewal,0,1148.49,309027
INV5850,24-07-2024,30-07-2024,2343.94,acctnt_5,30-07-2024,12849,Revenue - Software Sales,Office Rent,0,2343.94,311371
INV5851,29-07-2024,30-07-2024,1858.96,acctnt_2,30-07-2024,12850,Office Rent,Maintenance Fee,1858.96,0,309512
INV5852,30-07-2024,30-07-2024,1184.14,acctnt_4,30-07-2024,12851,Accounts Receivable,Maintenance Fee,0,1184.14,310696
INV5853,24-07-2024,30-07-2024,1894.81,acctnt_5,30-07-2024,12852,Salaries Expense,Invoice Payment,1894.81,0,308802
INV5854,23-07-2024,30-07-2024,3367.19,acctnt_2,30-07-2024,12853,Revenue - Software Sales,Salary Expense,0,3367.19,312169
INV5855,25-07-2024,30-07-2024,3040.79,acctnt_1,30-07-2024,12854,Accounts Receivable,Office Rent,0,3040.79,315210
INV5856,23-07-2024,30-07-2024,4126.07,acctnt_1,30-07-2024,12855,Accounts Receivable,Cloud Service Renewal,0,4126.07,319336
INV5857,23-07-2024,30-07-2024,3395.92,acctnt_2,30-07-2024,12856,Revenue - Consulting,Equipment Purchase,0,3395.92,322732
INV5858,29-07-2024,30-07-2024,4592.43,acctnt_5,30-07-2024,12857,Equipment Purchase,Office Rent,4592.43,0,318139
INV5859,26-07-2024,31-07-2024,3155.67,acctnt_5,31-07-2024,12858,Revenue - Software Sales,Cloud Service Renewal,0,3155.67,321295
INV5860,31-07-2024,31-07-2024,4191.43,acctnt_5,31-07-2024,12859,Revenue - Software Sales,Invoice Payment,0,4191.43,325486
INV5861,29-07-2024,31-07-2024,2122.04,acctnt_1,31-07-2024,12860,Accounts Payable,Software Purchase,2122.04,0,323364
INV5862,24-07-2024,31-07-2024,113.43,acctnt_3,31-07-2024,12861,Revenue - Software Sales,Cloud Service Renewal,0,113.43,323478
INV5863,24-07-2024,31-07-2024,1267.75,acctnt_3,31-07-2024,12862,Accounts Payable,Salary Expense,1267.75,0,322210
INV5864,29-07-2024,31-07-2024,4898.28,acctnt_6,31-07-2024,12863,Software Subscriptions,Office Rent,4898.28,0,317312
INV5865,29-07-2024,31-07-2024,1298.91,acctnt_4,31-07-2024,12864,Office Rent,Client Payment,1298.91,0,316013
INV5866,27-07-2024,31-07-2024,3488.77,acctnt_5,31-07-2024,12865,Revenue - Consulting,Equipment Purchase,0,3488.77,319501
INV5867,31-07-2024,31-07-2024,2653.32,acctnt_3,31-07-2024,12866,Equipment Purchase,Maintenance Fee,2653.32,0,316848
INV5868,25-07-2024,31-07-2024,3588.7,acctnt_2,31-07-2024,12867,Revenue - Consulting,Maintenance Fee,0,3588.7,320437
INV5869,31-07-2024,31-07-2024,1935.61,acctnt_6,31-07-2024,12868,Accounts Receivable,Invoice Payment,0,1935.61,322372
INV5870,25-07-2024,31-07-2024,2348.84,acctnt_5,31-07-2024,12869,Revenue - Consulting,Software Purchase,0,2348.84,324721
INV5871,24-07-2024,31-07-2024,231.57,acctnt_1,31-07-2024,12870,Office Rent,Office Rent,231.57,0,324490
INV5872,31-07-2024,31-07-2024,1686.81,acctnt_1,31-07-2024,12871,Salaries Expense,Cloud Service Renewal,1686.81,0,322803
INV5873,28-07-2024,31-07-2024,1585.87,acctnt_1,31-07-2024,12872,Revenue - Software Sales,Equipment Purchase,0,1585.87,324389
INV5874,27-07-2024,31-07-2024,3973.99,acctnt_3,31-07-2024,12873,Revenue - Consulting,Equipment Purchase,0,3973.99,328363
INV5875,29-07-2024,31-07-2024,296.72,acctnt_6,31-07-2024,12874,Equipment Purchase,Equipment Purchase,296.72,0,328066
INV5876,25-07-2024,31-07-2024,4752.49,acctnt_3,31-07-2024,12875,Revenue - Software Sales,Office Rent,0,4752.49,332818
INV5877,30-07-2024,31-07-2024,628.96,acctnt_1,31-07-2024,12876,Salaries Expense,Client Payment,628.96,0,332190
INV5878,31-07-2024,31-07-2024,2220.88,acctnt_2,31-07-2024,12877,Revenue - Consulting,Software Purchase,0,2220.88,334410
INV5879,31-07-2024,31-07-2024,1311.45,acctnt_2,31-07-2024,12878,Revenue - Consulting,Invoice Payment,0,1311.45,335722
INV5880,30-07-2024,31-07-2024,2740.8,acctnt_1,31-07-2024,12879,Revenue - Consulting,Cloud Service Renewal,0,2740.8,338463
INV5881,26-07-2024,31-07-2024,3665.73,acctnt_4,31-07-2024,12880,Salaries Expense,Invoice Payment,3665.73,0,334797
INV5882,29-07-2024,31-07-2024,2659.65,acctnt_4,31-07-2024,12881,Software Subscriptions,Cloud Service Renewal,2659.65,0,332137
INV5883,24-07-2024,31-07-2024,4757.58,acctnt_6,31-07-2024,12882,Software Subscriptions,Invoice Payment,4757.58,0,327380
INV5884,25-07-2024,31-07-2024,4553.01,acctnt_4,31-07-2024,12883,Revenue - Consulting,Equipment Purchase,0,4553.01,331933
INV5885,25-07-2024,31-07-2024,4400.87,acctnt_1,31-07-2024,12884,Revenue - Consulting,Software Purchase,0,4400.87,336334
INV5886,31-07-2024,31-07-2024,2191.59,acctnt_4,31-07-2024,12885,Revenue - Software Sales,Equipment Purchase,0,2191.59,338525
INV5887,27-07-2024,31-07-2024,1404.31,acctnt_5,31-07-2024,12886,Revenue - Consulting,Client Payment,0,1404.31,339929
INV5888,25-07-2024,31-07-2024,2290.76,acctnt_5,31-07-2024,12887,Equipment Purchase,Client Payment,2290.76,0,337639
INV5889,28-07-2024,31-07-2024,1790.08,acctnt_5,31-07-2024,12888,Revenue - Consulting,Invoice Payment,0,1790.08,339429
INV5890,26-07-2024,31-07-2024,3214.45,acctnt_3,31-07-2024,12889,Accounts Payable,Equipment Purchase,3214.45,0,336214
INV5891,26-07-2024,01-08-2024,4800.27,acctnt_6,01-08-2024,12890,Salaries Expense,Cloud Service Renewal,4800.27,0,331414
INV5892,26-07-2024,01-08-2024,1694.13,acctnt_3,01-08-2024,12891,Software Subscriptions,Equipment Purchase,1694.13,0,329720
INV5893,25-07-2024,01-08-2024,3029.01,acctnt_2,01-08-2024,12892,Salaries Expense,Client Payment,3029.01,0,326691
INV5894,31-07-2024,01-08-2024,1754.25,acctnt_1,01-08-2024,12893,Salaries Expense,Client Payment,1754.25,0,324937
INV5895,30-07-2024,01-08-2024,3751.99,acctnt_4,01-08-2024,12894,Salaries Expense,Software Purchase,3751.99,0,321185
INV5896,28-07-2024,01-08-2024,2945.3,acctnt_4,01-08-2024,12895,Revenue - Consulting,Salary Expense,0,2945.3,324130
INV5897,28-07-2024,01-08-2024,3542.38,acctnt_6,01-08-2024,12896,Equipment Purchase,Cloud Service Renewal,3542.38,0,320588
INV5898,30-07-2024,01-08-2024,4054.38,acctnt_6,01-08-2024,12897,Revenue - Consulting,Equipment Purchase,0,4054.38,324642
INV5899,30-07-2024,01-08-2024,2615.83,acctnt_5,01-08-2024,12898,Salaries Expense,Cloud Service Renewal,2615.83,0,322026
INV5900,31-07-2024,01-08-2024,3867.73,acctnt_2,01-08-2024,12899,Salaries Expense,Cloud Service Renewal,3867.73,0,318158
INV5901,30-07-2024,01-08-2024,2891.8,acctnt_1,01-08-2024,12900,Revenue - Consulting,Invoice Payment,0,2891.8,321050
INV5902,27-07-2024,01-08-2024,2598.83,acctnt_3,01-08-2024,12901,Office Rent,Maintenance Fee,2598.83,0,318451
INV5903,01-08-2024,01-08-2024,3112.87,acctnt_6,01-08-2024,12902,Revenue - Consulting,Equipment Purchase,0,3112.87,321564
INV5904,31-07-2024,01-08-2024,2320.61,acctnt_5,01-08-2024,12903,Equipment Purchase,Invoice Payment,2320.61,0,319244
INV5905,01-08-2024,01-08-2024,2834.23,acctnt_6,01-08-2024,12904,Equipment Purchase,Salary Expense,2834.23,0,316409
INV5906,31-07-2024,01-08-2024,2899.4,acctnt_5,01-08-2024,12905,Office Rent,Cloud Service Renewal,2899.4,0,313510
INV5907,01-08-2024,01-08-2024,1613.37,acctnt_4,01-08-2024,12906,Equipment Purchase,Cloud Service Renewal,1613.37,0,311897
INV5908,30-07-2024,01-08-2024,2335,acctnt_1,01-08-2024,12907,Salaries Expense,Software Purchase,2335,0,309562
INV5909,27-07-2024,01-08-2024,1924.7,acctnt_3,01-08-2024,12908,Accounts Receivable,Office Rent,0,1924.7,311486
INV5910,31-07-2024,01-08-2024,4591.96,acctnt_1,01-08-2024,12909,Revenue - Consulting,Client Payment,0,4591.96,316078
INV5911,28-07-2024,01-08-2024,926.73,acctnt_3,01-08-2024,12910,Software Subscriptions,Salary Expense,926.73,0,315152
INV5912,29-07-2024,01-08-2024,1896.55,acctnt_6,01-08-2024,12911,Salaries Expense,Client Payment,1896.55,0,313255
INV5913,30-07-2024,01-08-2024,2431.32,acctnt_5,01-08-2024,12912,Salaries Expense,Equipment Purchase,2431.32,0,310824
INV5914,27-07-2024,01-08-2024,1264.49,acctnt_4,01-08-2024,12913,Software Subscriptions,Invoice Payment,1264.49,0,309559
INV5915,25-07-2024,01-08-2024,977.46,acctnt_6,01-08-2024,12914,Salaries Expense,Salary Expense,977.46,0,308582
INV5916,28-07-2024,01-08-2024,4888.53,acctnt_1,01-08-2024,12915,Revenue - Consulting,Software Purchase,0,4888.53,313470
INV5917,28-07-2024,01-08-2024,2146.28,acctnt_4,01-08-2024,12916,Revenue - Consulting,Client Payment,0,2146.28,315617
INV5918,30-07-2024,01-08-2024,3141.86,acctnt_2,01-08-2024,12917,Salaries Expense,Equipment Purchase,3141.86,0,312475
INV5919,28-07-2024,01-08-2024,4255.74,acctnt_2,01-08-2024,12918,Revenue - Software Sales,Office Rent,0,4255.74,316730
INV5920,01-08-2024,01-08-2024,1618.86,acctnt_3,01-08-2024,12919,Equipment Purchase,Cloud Service Renewal,1618.86,0,315112
INV5921,28-07-2024,02-08-2024,500.49,acctnt_6,02-08-2024,12920,Accounts Payable,Client Payment,500.49,0,314611
INV5922,31-07-2024,02-08-2024,2799.01,acctnt_6,02-08-2024,12921,Revenue - Consulting,Invoice Payment,0,2799.01,317410
INV5923,28-07-2024,02-08-2024,2319.05,acctnt_5,02-08-2024,12922,Revenue - Consulting,Client Payment,0,2319.05,319729
INV5924,28-07-2024,02-08-2024,2749.97,acctnt_6,02-08-2024,12923,Accounts Payable,Cloud Service Renewal,2749.97,0,316979
INV5925,02-08-2024,02-08-2024,880.43,acctnt_5,02-08-2024,12924,Salaries Expense,Cloud Service Renewal,880.43,0,316099
INV5926,02-08-2024,02-08-2024,2718.93,acctnt_6,02-08-2024,12925,Revenue - Consulting,Office Rent,0,2718.93,318818
INV5927,01-08-2024,02-08-2024,2139.3,acctnt_4,02-08-2024,12926,Salaries Expense,Equipment Purchase,2139.3,0,316678
INV5928,02-08-2024,02-08-2024,486.9,acctnt_3,02-08-2024,12927,Revenue - Software Sales,Salary Expense,0,486.9,317165
INV5929,30-07-2024,02-08-2024,4870.26,acctnt_2,02-08-2024,12928,Revenue - Consulting,Salary Expense,0,4870.26,322036
INV5930,29-07-2024,02-08-2024,4502.49,acctnt_6,02-08-2024,12929,Revenue - Consulting,Client Payment,0,4502.49,326538
INV5931,29-07-2024,02-08-2024,3587.77,acctnt_3,02-08-2024,12930,Salaries Expense,Salary Expense,3587.77,0,322950
INV5932,27-07-2024,02-08-2024,236.76,acctnt_1,02-08-2024,12931,Revenue - Consulting,Software Purchase,0,236.76,323187
INV5933,31-07-2024,02-08-2024,3060.75,acctnt_4,02-08-2024,12932,Salaries Expense,Equipment Purchase,3060.75,0,320126
INV5934,27-07-2024,02-08-2024,268.04,acctnt_1,02-08-2024,12933,Revenue - Consulting,Cloud Service Renewal,0,268.04,320394
INV5935,31-07-2024,02-08-2024,4023.88,acctnt_1,02-08-2024,12934,Revenue - Consulting,Maintenance Fee,0,4023.88,324418
INV5936,31-07-2024,02-08-2024,1343.98,acctnt_5,02-08-2024,12935,Equipment Purchase,Maintenance Fee,1343.98,0,323074
INV5937,26-07-2024,02-08-2024,3898.18,acctnt_2,02-08-2024,12936,Revenue - Consulting,Office Rent,0,3898.18,326972
INV5938,31-07-2024,02-08-2024,4643.67,acctnt_1,02-08-2024,12937,Office Rent,Equipment Purchase,4643.67,0,322329
INV5939,26-07-2024,02-08-2024,2298.08,acctnt_3,02-08-2024,12938,Software Subscriptions,Office Rent,2298.08,0,320031
INV5940,02-08-2024,02-08-2024,4287.33,acctnt_6,02-08-2024,12939,Revenue - Consulting,Invoice Payment,0,4287.33,324318
INV5941,31-07-2024,02-08-2024,1924.56,acctnt_6,02-08-2024,12940,Accounts Receivable,Cloud Service Renewal,0,1924.56,326243
INV5942,30-07-2024,02-08-2024,2507.2,acctnt_6,02-08-2024,12941,Revenue - Consulting,Client Payment,0,2507.2,328750
INV5943,02-08-2024,02-08-2024,1993.1,acctnt_5,02-08-2024,12942,Salaries Expense,Client Payment,1993.1,0,326757
INV5944,30-07-2024,03-08-2024,3869.57,acctnt_3,03-08-2024,12943,Accounts Receivable,Invoice Payment,0,3869.57,330626
INV5945,31-07-2024,03-08-2024,1753.82,acctnt_2,03-08-2024,12944,Revenue - Consulting,Software Purchase,0,1753.82,332380
INV5946,02-08-2024,03-08-2024,2492.01,acctnt_4,03-08-2024,12945,Salaries Expense,Software Purchase,2492.01,0,329888
INV5947,29-07-2024,03-08-2024,2400.55,acctnt_1,03-08-2024,12946,Revenue - Consulting,Cloud Service Renewal,0,2400.55,332289
INV5948,01-08-2024,03-08-2024,1035.36,acctnt_3,03-08-2024,12947,Salaries Expense,Client Payment,1035.36,0,331253
INV5949,27-07-2024,03-08-2024,2026.3,acctnt_3,03-08-2024,12948,Revenue - Consulting,Salary Expense,0,2026.3,333280
INV5950,03-08-2024,03-08-2024,2880.78,acctnt_3,03-08-2024,12949,Salaries Expense,Maintenance Fee,2880.78,0,330399
INV5951,01-08-2024,03-08-2024,308.54,acctnt_4,03-08-2024,12950,Software Subscriptions,Maintenance Fee,308.54,0,330090
INV5952,29-07-2024,03-08-2024,584.94,acctnt_5,03-08-2024,12951,Accounts Payable,Cloud Service Renewal,584.94,0,329505
INV5953,01-08-2024,03-08-2024,2794.18,acctnt_1,03-08-2024,12952,Revenue - Consulting,Salary Expense,0,2794.18,332299
INV5954,27-07-2024,03-08-2024,614.75,acctnt_2,03-08-2024,12953,Salaries Expense,Salary Expense,614.75,0,331685
INV5955,30-07-2024,03-08-2024,2698.16,acctnt_1,03-08-2024,12954,Revenue - Consulting,Cloud Service Renewal,0,2698.16,334383
INV5956,03-08-2024,03-08-2024,3393.08,acctnt_5,03-08-2024,12955,Revenue - Software Sales,Maintenance Fee,0,3393.08,337776
INV5957,28-07-2024,03-08-2024,2700.67,acctnt_2,03-08-2024,12956,Salaries Expense,Cloud Service Renewal,2700.67,0,335075
INV5958,01-08-2024,03-08-2024,2866.35,acctnt_5,03-08-2024,12957,Revenue - Consulting,Client Payment,0,2866.35,337942
INV5959,01-08-2024,03-08-2024,2542.8,acctnt_6,03-08-2024,12958,Accounts Receivable,Office Rent,0,2542.8,340484
INV5960,28-07-2024,03-08-2024,3264.01,acctnt_5,03-08-2024,12959,Revenue - Consulting,Client Payment,0,3264.01,343748
INV5961,02-08-2024,03-08-2024,462.7,acctnt_3,03-08-2024,12960,Salaries Expense,Invoice Payment,462.7,0,343286
INV5962,03-08-2024,03-08-2024,3422.11,acctnt_4,03-08-2024,12961,Salaries Expense,Salary Expense,3422.11,0,339864
INV5963,30-07-2024,03-08-2024,1057.06,acctnt_6,03-08-2024,12962,Accounts Receivable,Maintenance Fee,0,1057.06,340921
INV5964,28-07-2024,03-08-2024,2203.12,acctnt_3,03-08-2024,12963,Software Subscriptions,Equipment Purchase,2203.12,0,338718
INV5965,02-08-2024,03-08-2024,1079.45,acctnt_2,03-08-2024,12964,Revenue - Consulting,Salary Expense,0,1079.45,339797
INV5966,27-07-2024,03-08-2024,992.42,acctnt_4,03-08-2024,12965,Revenue - Consulting,Salary Expense,0,992.42,340789
INV5967,30-07-2024,03-08-2024,3308.55,acctnt_3,03-08-2024,12966,Office Rent,Salary Expense,3308.55,0,337481
INV5968,27-07-2024,03-08-2024,1294.18,acctnt_4,03-08-2024,12967,Equipment Purchase,Office Rent,1294.18,0,336187
INV5969,28-07-2024,03-08-2024,4158.85,acctnt_1,03-08-2024,12968,Revenue - Consulting,Equipment Purchase,0,4158.85,340346
INV5970,27-07-2024,03-08-2024,2394.36,acctnt_2,03-08-2024,12969,Revenue - Software Sales,Office Rent,0,2394.36,342740
INV5971,30-07-2024,03-08-2024,2818.65,acctnt_5,03-08-2024,12970,Revenue - Consulting,Maintenance Fee,0,2818.65,345559
INV5972,30-07-2024,03-08-2024,3397.15,acctnt_5,03-08-2024,12971,Revenue - Software Sales,Office Rent,0,3397.15,348956
INV5973,30-07-2024,03-08-2024,4729.03,acctnt_5,03-08-2024,12972,Revenue - Consulting,Cloud Service Renewal,0,4729.03,353685
INV5974,31-07-2024,03-08-2024,864.45,acctnt_5,03-08-2024,12973,Software Subscriptions,Office Rent,864.45,0,352820
INV5975,02-08-2024,03-08-2024,1069.62,acctnt_3,03-08-2024,12974,Revenue - Consulting,Software Purchase,0,1069.62,353890
INV5976,30-07-2024,03-08-2024,4033.29,acctnt_2,03-08-2024,12975,Salaries Expense,Invoice Payment,4033.29,0,349857
INV5977,02-08-2024,03-08-2024,1966.32,acctnt_4,03-08-2024,12976,Revenue - Consulting,Maintenance Fee,0,1966.32,351823
INV5978,02-08-2024,04-08-2024,3540.01,acctnt_1,04-08-2024,12977,Equipment Purchase,Invoice Payment,3540.01,0,348283
INV5979,01-08-2024,04-08-2024,4938.44,acctnt_5,04-08-2024,12978,Revenue - Consulting,Office Rent,0,4938.44,353221
INV5980,31-07-2024,04-08-2024,3106.14,acctnt_3,04-08-2024,12979,Equipment Purchase,Maintenance Fee,3106.14,0,350115
INV5981,30-07-2024,04-08-2024,4037.09,acctnt_1,04-08-2024,12980,Salaries Expense,Office Rent,4037.09,0,346078
INV5982,29-07-2024,04-08-2024,4789.72,acctnt_2,04-08-2024,12981,Revenue - Consulting,Software Purchase,0,4789.72,350868
INV5983,31-07-2024,04-08-2024,1143.17,acctnt_3,04-08-2024,12982,Revenue - Consulting,Office Rent,0,1143.17,352011
INV5984,30-07-2024,04-08-2024,2013.72,acctnt_3,04-08-2024,12983,Equipment Purchase,Maintenance Fee,2013.72,0,349997
INV5985,03-08-2024,04-08-2024,3731.18,acctnt_2,04-08-2024,12984,Equipment Purchase,Software Purchase,3731.18,0,346266
INV5986,04-08-2024,04-08-2024,2940.64,acctnt_6,04-08-2024,12985,Revenue - Consulting,Salary Expense,0,2940.64,349207
INV5987,01-08-2024,04-08-2024,4346.07,acctnt_3,04-08-2024,12986,Office Rent,Maintenance Fee,4346.07,0,344861
INV5988,31-07-2024,04-08-2024,2701.44,acctnt_2,04-08-2024,12987,Revenue - Consulting,Software Purchase,0,2701.44,347562
INV5989,28-07-2024,04-08-2024,1863.53,acctnt_3,04-08-2024,12988,Software Subscriptions,Office Rent,1863.53,0,345699
INV5990,28-07-2024,04-08-2024,1014.55,acctnt_6,04-08-2024,12989,Revenue - Consulting,Maintenance Fee,0,1014.55,346713
INV5991,29-07-2024,04-08-2024,4967.02,acctnt_1,04-08-2024,12990,Office Rent,Salary Expense,4967.02,0,341746
INV5992,28-07-2024,04-08-2024,2967.72,acctnt_2,04-08-2024,12991,Revenue - Consulting,Maintenance Fee,0,2967.72,344714
INV5993,31-07-2024,04-08-2024,2212.57,acctnt_2,04-08-2024,12992,Revenue - Software Sales,Cloud Service Renewal,0,2212.57,346926
INV5994,28-07-2024,04-08-2024,4012.05,acctnt_4,04-08-2024,12993,Revenue - Consulting,Invoice Payment,0,4012.05,350938
INV5995,01-08-2024,04-08-2024,1960.86,acctnt_1,04-08-2024,12994,Accounts Payable,Office Rent,1960.86,0,348978
INV5996,30-07-2024,04-08-2024,3048.87,acctnt_4,04-08-2024,12995,Salaries Expense,Salary Expense,3048.87,0,345929
INV5997,04-08-2024,04-08-2024,2943.85,acctnt_5,04-08-2024,12996,Revenue - Consulting,Equipment Purchase,0,2943.85,348873
INV5998,04-08-2024,04-08-2024,4907.26,acctnt_2,04-08-2024,12997,Software Subscriptions,Salary Expense,4907.26,0,343965
INV5999,02-08-2024,04-08-2024,4149.19,acctnt_2,04-08-2024,12998,Revenue - Consulting,Client Payment,0,4149.19,348115
INV6000,30-07-2024,04-08-2024,3245.84,acctnt_6,04-08-2024,12999,Revenue - Consulting,Invoice Payment,0,3245.84,351360
INV6001,28-07-2024,04-08-2024,997.64,acctnt_3,04-08-2024,13000,Salaries Expense,Salary Expense,997.64,0,350363
INV6002,01-08-2024,04-08-2024,561.77,acctnt_5,04-08-2024,13001,Revenue - Consulting,Software Purchase,0,561.77,350924
